Phenotype	Set	Threshold	PRS.R2	Full.R2	Null.R2	Prevalence	Coefficient	Standard.Error	P	Num_SNP	pheno	prs	test	PRSPheno	SampleSize	prs.test	MDD.R2	ratio
120	-	Base	0.19965	0.00150296	0.00291833	0.00141537	-	-20756.8	3038.34	8.55137e-12	64795	agefirstsex.baseline	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.066320420437647
121	-	Base	0.5	0.000662651	0.00207445	0.0014118	-	-1118.3	236.539	2.2791e-06	105510	alcoholfreq.baseline	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	0.881194214832073
122	-	Base	1	7.38366e-05	0.00105515	0.000981311	-	-482.726	306.027	0.114713	138724	alcoholfreq.baseline	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.0137426667659321
123	-	Base	0.001	0.000263917	0.00282345	0.00255953	-	-39.3035	13.1653	0.0028342	933	alcoholfreq.baseline	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.0757868227294134
124	-	Base	1	5.94662e-05	0.00120534	0.00114588	-	-432.84	305.742	0.156871	138747	alcoholfreq.baseline	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.00842052944966405
125	-	Base	0.5	0.000255015	0.00169423	0.00143922	-	-690.494	235.451	0.00336313	105776	alcoholfreq.baseline	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.0590937635415242
126	-	Base	0.4	0.000145912	0.00212957	0.00198366	-	-469.763	211.71	0.0265004	93549	alcoholfreq.baseline	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.0889284364753349
127	-	Base	0.05	0.000283147	0.00180364	0.00152049	-	-250.218	80.9715	0.00200182	22598	alcoholfreq.baseline	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.0941745215557669
128	-	Base	0.4	0.000294868	0.00217181	0.00187695	-	-665.727	211.08	0.00161241	93632	alcoholfreq.baseline	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.0950803708182185
129	-	Base	0.1	8.2991e-05	0.00190318	0.00182019	-	-184.662	110.362	0.0942901	37738	alcoholfreq.baseline	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0107226700535029
130	-	Base	0.001	2.27041e-05	0.00201719	0.00199449	-	-11.3491	12.9684	0.381509	919	alcoholfreq.baseline	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.0178557328572664
131	-	Base	0.3	0.000205438	0.00161723	0.0014118	-	-683.871	259.848	0.00849696	79521	alcoholfreq.baseline	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.0483844604858748
132	-	Base	1	0.000691746	0.00167306	0.000981311	-	-2035.99	421.564	1.3739e-06	138489	alcoholfreq.baseline	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.170755525056219
133	-	Base	0.1	0.000637081	0.00319661	0.00255953	-	-720.747	155.359	3.51012e-06	38514	alcoholfreq.baseline	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.0869285379987692
134	-	Base	0.2	0.000140243	0.00128612	0.00114588	-	-467.051	214.817	0.0296982	61811	alcoholfreq.baseline	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.0102329059984969
135	-	Base	0.1	0.000448755	0.00188797	0.00143922	-	-600.191	154.264	0.000100162	38927	alcoholfreq.baseline	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.109605887266563
136	-	Base	0.1	0.000301631	0.00228529	0.00198366	-	-494.78	155.078	0.00142143	38738	alcoholfreq.baseline	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.0564828789825138
137	-	Base	0.1	0.00011688	0.00163737	0.00152049	-	-307.8	155.043	0.0471247	38675	alcoholfreq.baseline	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.0175620486652663
138	-	Base	0.5	0.000213911	0.00209086	0.00187695	-	-876.961	326.472	0.00723101	105710	alcoholfreq.baseline	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.0238696798123554
139	-	Base	0.2	0.000221174	0.00204136	0.00182019	-	-585.831	214.454	0.00630341	61772	alcoholfreq.baseline	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.0207460838570491
140	-	Base	0.1	7.4969e-05	0.00206946	0.00199449	-	-244.063	153.471	0.111781	38712	alcoholfreq.baseline	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.0152586598171053
141	-	Base	0.1	0.000189135	0.00160093	0.0014118	-	-597.499	236.614	0.0115675	37450	alcoholfreq.baseline	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.0480008831949323
142	-	Base	0.5	0.000675174	0.00165648	0.000981311	-	-2388.97	500.688	1.83731e-06	105351	alcoholfreq.baseline	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.0917778705137285
143	-	Base	0.001	6.80405e-05	0.00262757	0.00255953	-	-41.661	27.4866	0.129608	930	alcoholfreq.baseline	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.0190663871927725
144	-	Base	0.1	0.000119112	0.00126499	0.00114588	-	-471.15	235.142	0.0451117	37439	alcoholfreq.baseline	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.0223010658873002
145	-	Base	1	0.000209955	0.00164917	0.00143922	-	-1719.71	646.289	0.00779672	138843	alcoholfreq.baseline	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.0338084709981917
146	-	Base	0.001	0.000189512	0.00217317	0.00198366	-	-70.8402	28.0131	0.011449	966	alcoholfreq.baseline	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.0324010292445653
147	-	Base	0.001	3.02713e-05	0.00155077	0.00152049	-	-28.0124	27.7273	0.312368	933	alcoholfreq.baseline	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.00580599562698991
148	-	Base	0.5	0.000212649	0.0020896	0.00187695	-	-1340.64	500.567	0.00740464	105304	alcoholfreq.baseline	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.114049041586665
149	-	Base	0.3	0.000523979	0.00234417	0.00182019	-	-1664.15	395.729	2.61434e-05	79081	alcoholfreq.baseline	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.064666810650705
150	-	Base	1	6.77687e-05	0.00206225	0.00199449	-	-972.772	643.377	0.130549	138535	alcoholfreq.baseline	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.0160451697832665
151	-	Base	1	0.000265954	0.00167775	0.0014118	-	-2659.21	888.017	0.00275051	138547	alcoholfreq.baseline	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.0295062179022776
152	-	Base	0.5	0.000702295	0.00168361	0.000981311	-	-3353.8	689.183	1.142e-06	105489	alcoholfreq.baseline	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.0881851411436902
153	-	Base	0.5	0.000459096	0.00301863	0.00255953	-	-2697.08	684.907	8.23713e-05	105738	alcoholfreq.baseline	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.0806519673032565
154	-	Base	0.5	0.000197449	0.00134333	0.00114588	-	-1773.8	687.557	0.00988829	105608	alcoholfreq.baseline	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.0242911906618999
155	-	Base	0.5	0.000179419	0.00161864	0.00143922	-	-1685.86	685.371	0.0139076	105915	alcoholfreq.baseline	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.0235943206041821
156	-	Base	0.1	0.000950907	0.00293457	0.00198366	-	-1832.8	323.43	1.46705e-08	38313	alcoholfreq.baseline	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.0690258491154971
157	-	Base	0.1	0.000173387	0.00169388	0.00152049	-	-786.496	325.26	0.0156091	38450	alcoholfreq.baseline	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.0149333804163401
158	-	Base	0.05	0.000240743	0.00211769	0.00187695	-	-672.363	235.941	0.00437856	23372	alcoholfreq.baseline	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.0250210723569132
159	-	Base	1	0.000317683	0.00213787	0.00182019	-	-2916.23	890.702	0.00106111	138482	alcoholfreq.baseline	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.0288317829105595
160	-	Base	1	0.000284796	0.00227928	0.00199449	-	-2710.55	874.406	0.00193757	138548	alcoholfreq.baseline	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.0442891399886165
161	-	Base	0.0841501	0.000700644	0.00211244	0.0014118	-	1221.64	251.287	1.17017e-06	37498	alcoholfreq.baseline	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.0583010060161262
162	-	Base	1	0.00116094	0.00214225	0.000981311	-	4458.85	712.485	3.94217e-10	138552	alcoholfreq.baseline	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.0961488769628304
163	-	Base	1	0.000477663	0.00303719	0.00255953	-	2837.84	706.501	5.91329e-05	138719	alcoholfreq.baseline	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.0380535196456455
164	-	Base	0.3865	0.000728292	0.00187417	0.00114588	-	2458.29	496.016	7.22852e-07	93586	alcoholfreq.baseline	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.027421458477665
165	-	Base	0.3955	0.00107055	0.00250977	0.00143922	-	2968.34	493.806	1.86094e-09	94929	alcoholfreq.baseline	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.0787244368947032
166	-	Base	0.19775	0.000418888	0.00240255	0.00198366	-	1362.13	362.259	0.000170134	63748	alcoholfreq.baseline	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.0240087578020668
167	-	Base	0.0192501	0.000462809	0.0019833	0.00152049	-	533.534	135.033	7.79418e-05	14342	alcoholfreq.baseline	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.0311065182616177
168	-	Base	0.00660005	0.000438264	0.00231521	0.00187695	-	332.73	86.5281	0.000120607	7074	alcoholfreq.baseline	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.0240260509177028
169	-	Base	0.0954501	0.000689067	0.00250926	0.00182019	-	1261.55	261.577	1.42135e-06	40512	alcoholfreq.baseline	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.0316023444916828
170	-	Base	0.0142501	0.000255261	0.00224975	0.00199449	-	343.406	117.016	0.00334092	11746	alcoholfreq.baseline	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.0249639126863044
171	-	Base	0.22945	0.00115083	0.00256262	0.0014118	-	-5060.96	812.096	4.66052e-10	70143	alcoholfreq.baseline	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.059858938816272
172	-	Base	0.15145	0.00182813	0.00280944	0.000981311	-	-5315.48	676.63	4.08956e-15	54481	alcoholfreq.baseline	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.138639638409853
173	-	Base	0.0864501	0.00128445	0.00384398	0.00255953	-	-3471.73	526.862	4.47974e-11	38258	alcoholfreq.baseline	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.0645831971561169
174	-	Base	0.3489	0.00071867	0.00186455	0.00114588	-	-4819.61	978.961	8.55474e-07	89028	alcoholfreq.baseline	SoftImpAll	4	SoftImpAll	Full	SoftImpAll:4	0.0262762	0.0273506062520456
175	-	Base	0.1191	0.0013452	0.00278441	0.00143922	-	-4025.23	597.287	1.61844e-11	47057	alcoholfreq.baseline	SoftImpAll	5	SoftImpAll	Full	SoftImpAll:5	0.0189362	0.0710385399393754
176	-	Base	0.1299	0.00146973	0.00345339	0.00198366	-	-4408.37	625.574	1.86448e-12	49475	alcoholfreq.baseline	SoftImpAll	6	SoftImpAll	Full	SoftImpAll:6	0.0262105	0.0560740924438679
177	-	Base	0.0856501	0.000809483	0.00232998	0.00152049	-	-2739.93	524.252	1.73903e-07	38104	alcoholfreq.baseline	SoftImpAll	7	SoftImpAll	Full	SoftImpAll:7	0.0207042	0.0390975261058143
178	-	Base	0.0218001	0.000941215	0.00281816	0.00187695	-	-1646.26	292.065	1.74778e-08	15710	alcoholfreq.baseline	SoftImpAll	8	SoftImpAll	Full	SoftImpAll:8	0.0209413	0.0449453949850296
179	-	Base	0.20725	0.00179511	0.0036153	0.00182019	-	-5991.59	769.277	6.96898e-15	66043	alcoholfreq.baseline	SoftImpAll	9	SoftImpAll	Full	SoftImpAll:9	0.0256384	0.0700164596854718
180	-	Base	1	0.000506642	0.00250113	0.00199449	-	-5979.94	1446.17	3.55788e-05	138439	alcoholfreq.baseline	SoftImpAll	10	SoftImpAll	Full	SoftImpAll:10	0.0226621	0.0223563570895901
181	-	Base	0.05	6.76263e-05	0.00611539	0.00604776	-	-154.741	123.803	0.211338	22762	alevels.baseline	downsample.GPpsy.50k	1	GPpsy	DS_50K	downsample.GPpsy.50k:1	0.000751992	0.0899295471228417
182	-	Base	0.5	2.37335e-05	0.00677387	0.00675014	-	-266.565	359.268	0.458107	105598	alevels.baseline	downsample.GPpsy.50k	2	GPpsy	DS_50K	downsample.GPpsy.50k:2	0.0053728	0.00441734291244789
183	-	Base	0.001	3.48669e-05	0.00634588	0.00631101	-	-18.0439	20.0533	0.368228	933	alevels.baseline	downsample.GPpsy.50k	3	GPpsy	DS_50K	downsample.GPpsy.50k:3	0.00348236	0.0100124340964174
184	-	Base	0.001	0.000125662	0.00731011	0.00718445	-	-34.9091	20.4458	0.087749	947	alevels.baseline	downsample.GPpsy.50k	4	GPpsy	DS_50K	downsample.GPpsy.50k:4	0.00706205	0.0177939833334513
185	-	Base	0.2	0.00053829	0.00543784	0.00489955	-	-825.514	233.823	0.000414764	61313	alevels.baseline	downsample.GPpsy.50k	5	GPpsy	DS_50K	downsample.GPpsy.50k:5	0.00431543	0.124736121313519
186	-	Base	0.2	0.000222526	0.00447599	0.00425347	-	-526.164	231.451	0.0230064	61039	alevels.baseline	downsample.GPpsy.50k	6	GPpsy	DS_50K	downsample.GPpsy.50k:6	0.00164078	0.135622082180426
187	-	Base	0.05	0.000766859	0.00673325	0.00596639	-	-518.157	122.791	2.44488e-05	22598	alevels.baseline	downsample.GPpsy.50k	7	GPpsy	DS_50K	downsample.GPpsy.50k:7	0.00300662	0.255056841237004
188	-	Base	0.001	0.000255555	0.00595609	0.00570054	-	-48.3237	19.8487	0.0149083	909	alevels.baseline	downsample.GPpsy.50k	8	GPpsy	DS_50K	downsample.GPpsy.50k:8	0.00310125	0.082403869407497
189	-	Base	0.1	0.00017632	0.00602932	0.005853	-	-339.042	167.641	0.0431323	37738	alevels.baseline	downsample.GPpsy.50k	9	GPpsy	DS_50K	downsample.GPpsy.50k:9	0.00773977	0.0227810387130367
190	-	Base	0.3	7.54419e-05	0.0059474	0.00587196	-	374.849	282.999	0.185318	79247	alevels.baseline	downsample.GPpsy.50k	10	GPpsy	DS_50K	downsample.GPpsy.50k:10	0.00127153	0.0593315926482269
191	-	Base	1	0.000447398	0.00649516	0.00604776	-	-2086.84	649.207	0.00130697	138639	alevels.baseline	downsample.GPpsy.100k	1	GPpsy	DS_100K	downsample.GPpsy.100k:1	0.00424595	0.105370529563466
192	-	Base	0.2	0.000428284	0.00717842	0.00675014	-	-1023.36	324.739	0.00162528	61837	alevels.baseline	downsample.GPpsy.100k	2	GPpsy	DS_100K	downsample.GPpsy.100k:2	0.00405109	0.105720682581725
193	-	Base	0.3	0.000872702	0.00718371	0.00631101	-	-1781.11	395.791	6.79172e-06	79485	alevels.baseline	downsample.GPpsy.100k	3	GPpsy	DS_100K	downsample.GPpsy.100k:3	0.00732879	0.11907859278271
194	-	Base	0.1	0.000125002	0.00730945	0.00718445	-	-407.32	239.188	0.0885814	38744	alevels.baseline	downsample.GPpsy.100k	4	GPpsy	DS_100K	downsample.GPpsy.100k:4	0.0137051	0.00912083822810487
195	-	Base	1	0.000639681	0.00553923	0.00489955	-	-2460.07	639.162	0.000118651	138670	alevels.baseline	downsample.GPpsy.100k	5	GPpsy	DS_100K	downsample.GPpsy.100k:5	0.00409426	0.156238489983538
196	-	Base	0.2	0.000644835	0.0048983	0.00425347	-	-1256.22	324.659	0.000109128	61780	alevels.baseline	downsample.GPpsy.100k	6	GPpsy	DS_100K	downsample.GPpsy.100k:6	0.00534022	0.120750643231927
197	-	Base	0.1	0.000188579	0.00615497	0.00596639	-	-491.34	234.738	0.0363364	38675	alevels.baseline	downsample.GPpsy.100k	7	GPpsy	DS_100K	downsample.GPpsy.100k:7	0.00665526	0.0283353317526287
198	-	Base	0.001	3.6984e-05	0.00573752	0.00570054	-	28.1479	30.3884	0.354306	1107	alevels.baseline	downsample.GPpsy.100k	8	GPpsy	DS_100K	downsample.GPpsy.100k:8	0.00896162	0.00412693240731029
199	-	Base	0.2	7.46692e-05	0.00592767	0.005853	-	-428.541	325.59	0.188107	61772	alevels.baseline	downsample.GPpsy.100k	9	GPpsy	DS_100K	downsample.GPpsy.100k:9	0.010661	0.00700395835287496
200	-	Base	0.1	3.69419e-05	0.0059089	0.00587196	-	-217.998	235.18	0.353958	38712	alevels.baseline	downsample.GPpsy.100k	10	GPpsy	DS_100K	downsample.GPpsy.100k:10	0.00491321	0.00751889294371704
201	-	Base	0.1	0.00043057	0.00647833	0.00604776	-	-1138.11	360.938	0.00161486	37450	alevels.baseline	downsample.SoftImpAll.50k	1	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:1	0.00394024	0.109275069538911
202	-	Base	0.5	0.000397027	0.00714717	0.00675014	-	-2310.64	761.474	0.00240989	105351	alevels.baseline	downsample.SoftImpAll.50k	2	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:2	0.00735661	0.0539687437556157
203	-	Base	1	0.000207847	0.00651886	0.00631101	-	-2175.76	990.44	0.0280377	138531	alevels.baseline	downsample.SoftImpAll.50k	3	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:3	0.00356861	0.0582431254746246
204	-	Base	0.05	0.000222057	0.00740651	0.00718445	-	-593.808	261.634	0.023231	22501	alevels.baseline	downsample.SoftImpAll.50k	4	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:4	0.00534109	0.0415752215371769
205	-	Base	0.4	0.000363925	0.00526348	0.00489955	-	-1997.5	687.996	0.00369179	93505	alevels.baseline	downsample.SoftImpAll.50k	5	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:5	0.00621013	0.0586018328118735
206	-	Base	0.2	0.00024368	0.00449715	0.00425347	-	-1159.6	487.461	0.0173663	60450	alevels.baseline	downsample.SoftImpAll.50k	6	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:6	0.00584895	0.0416621786816437
207	-	Base	0.2	0.000788327	0.00675471	0.00596639	-	-2104.28	491.818	1.88083e-05	60753	alevels.baseline	downsample.SoftImpAll.50k	7	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:7	0.0052138	0.151200084391423
208	-	Base	0.1	0.000185697	0.00588623	0.00570054	-	-737.682	355.435	0.0379464	37392	alevels.baseline	downsample.SoftImpAll.50k	8	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:8	0.00186454	0.099594001737694
209	-	Base	0.05	0.000219676	0.00607268	0.005853	-	-585.599	259.412	0.0239825	22395	alevels.baseline	downsample.SoftImpAll.50k	9	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:9	0.00810275	0.0271112893770633
210	-	Base	0.05	0.000143599	0.00601556	0.00587196	-	-472.815	258.727	0.0676297	22451	alevels.baseline	downsample.SoftImpAll.50k	10	SoftImpAll	DS_50K	downsample.SoftImpAll.50k:10	0.00422362	0.033999034004006
211	-	Base	0.1	0.0010988	0.00714656	0.00604776	-	-2480.9	492.589	4.74211e-07	38284	alevels.baseline	downsample.SoftImpAll.100k	1	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:1	0.00901349	0.121906165092545
212	-	Base	0.3	0.000506069	0.00725621	0.00675014	-	-2830.32	826.199	0.000613196	79252	alevels.baseline	downsample.SoftImpAll.100k	2	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:2	0.00796387	0.0635456128741429
213	-	Base	0.1	0.000297945	0.00660896	0.00631101	-	-1291.19	490.92	0.00853506	38403	alevels.baseline	downsample.SoftImpAll.100k	3	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:3	0.00569231	0.0523416679695941
214	-	Base	1	0.000225015	0.00740947	0.00718445	-	-3111.12	1361.77	0.0223351	138721	alevels.baseline	downsample.SoftImpAll.100k	4	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:4	0.00812842	0.0276825016423856
215	-	Base	0.2	0.000669104	0.00556866	0.00489955	-	-2671.8	678.762	8.2752e-05	61379	alevels.baseline	downsample.SoftImpAll.100k	5	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:5	0.00760433	0.0879898689299386
216	-	Base	0.1	0.000871734	0.0051252	0.00425347	-	-2219.69	493.424	6.84213e-06	38313	alevels.baseline	downsample.SoftImpAll.100k	6	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:6	0.0137761	0.0632787218443536
217	-	Base	0.1	0.000995838	0.00696223	0.00596639	-	-2370.81	493.018	1.51865e-06	38450	alevels.baseline	downsample.SoftImpAll.100k	7	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:7	0.0116107	0.085768988949848
218	-	Base	0.001	0.000439251	0.00613979	0.00570054	-	-192.17	60.2042	0.00141304	1160	alevels.baseline	downsample.SoftImpAll.100k	8	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:8	0.00962161	0.0456525467151547
219	-	Base	0.2	0.000461662	0.00631466	0.005853	-	-2212.32	676.108	0.00106739	61212	alevels.baseline	downsample.SoftImpAll.100k	9	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:9	0.0110185	0.0418988065526161
220	-	Base	0.2	0.000400756	0.00627271	0.00587196	-	-2048.66	671.105	0.00226818	61392	alevels.baseline	downsample.SoftImpAll.100k	10	SoftImpAll	DS_100K	downsample.SoftImpAll.100k:10	0.00643038	0.0623222888849493
221	-	Base	0.1369	0.000885057	0.00693282	0.00604776	-	2139.02	473.164	6.16438e-06	50977	alevels.baseline	GPpsy	1	GPpsy	Full	GPpsy:1	0.0120177	0.0736461219700941
222	-	Base	0.10265	0.00117004	0.00792018	0.00675014	-	2169.31	416.581	1.91501e-07	42390	alevels.baseline	GPpsy	2	GPpsy	Full	GPpsy:2	0.0120744	0.096902537600212
223	-	Base	0.0432001	0.00158251	0.00789352	0.00631101	-	1727.16	285.028	1.36451e-09	24124	alevels.baseline	GPpsy	3	GPpsy	Full	GPpsy:3	0.0125524	0.126072304897868
224	-	Base	0.3946	0.000823286	0.00800774	0.00718445	-	3345.6	765.67	1.24529e-05	94629	alevels.baseline	GPpsy	4	GPpsy	Full	GPpsy:4	0.0265592	0.0309981475345643
225	-	Base	0.33915	0.000966817	0.00586637	0.00489955	-	3342.6	706.504	2.23225e-06	87508	alevels.baseline	GPpsy	5	GPpsy	Full	GPpsy:5	0.0135987	0.0710962812621795
226	-	Base	0.1327	0.00119338	0.00544685	0.00425347	-	2429.32	461.541	1.41339e-07	49614	alevels.baseline	GPpsy	6	GPpsy	Full	GPpsy:6	0.0174473	0.068399121927175
227	-	Base	0.3706	0.00124991	0.00721629	0.00596639	-	3967.96	736.596	7.16882e-08	91824	alevels.baseline	GPpsy	7	GPpsy	Full	GPpsy:7	0.0148782	0.0840094903953435
228	-	Base	0.21315	0.000420267	0.0061208	0.00570054	-	1798.3	575.997	0.00179593	67001	alevels.baseline	GPpsy	8	GPpsy	Full	GPpsy:8	0.0182412	0.0230394381948556
229	-	Base	0.0395001	0.00104302	0.00689602	0.005853	-	1331.55	270.73	8.72671e-07	22677	alevels.baseline	GPpsy	9	GPpsy	Full	GPpsy:9	0.0218043	0.0478355186820948
230	-	Base	0.2283	0.000270073	0.00614203	0.00587196	-	1481.85	591.279	0.0122041	69726	alevels.baseline	GPpsy	10	GPpsy	Full	GPpsy:10	0.0102252	0.0264124907092282
231	-	Base	0.0115	0.00157663	0.00762439	0.00604776	-	-2066.45	342.485	1.60251e-09	10324	alevels.baseline	SoftImpAll	1	SoftImpAll	Full	SoftImpAll:1	0.0192257	0.0820063768809458
232	-	Base	0.0438501	0.00133487	0.00808501	0.00675014	-	-3354.78	603.063	2.65333e-08	24746	alevels.baseline	SoftImpAll	2	SoftImpAll	Full	SoftImpAll:2	0.0131862	0.101232348970894
233	-	Base	0.0171001	0.00106668	0.00737769	0.00631101	-	-2013.28	404.583	6.48467e-07	13327	alevels.baseline	SoftImpAll	3	SoftImpAll	Full	SoftImpAll:3	0.0198883	0.0536335433395514
